¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
«eÂí°Ï,¤g¦a,¿³¨¹¬q31~60¦a¸¹,0.63,¨ä¥L,,,1050511,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,23912,0,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPVNMLQKOHLFFCE78CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï«C¤sµó22«Ñ31~60¸¹,34.75,¦í,,,1050511,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0681127,93.36,3,2,1,¦³,µL,1850000,19816,,0.0,0,,RPPPMLPKOHLFFCE28CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï®ÛµØµó1~30¸¹,12.09,°Ó,,,1050531,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A§¨¼h,¤Q¤­¼h,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,1031208,127.0,0,0,0,µL,¦³,11350000,89370,,0.0,0,,RPOOMLSLOHLFFCE48CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï­¸¾÷¸ô181~210¸¹,83.0,¦í,,,1050520,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0660330,101.99,4,1,2,¦³,µL,3320000,32552,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTNMLOJPHLFFCE38CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°ÏÄ±¥Á¸ô285«Ñ31~60¸¹,9.51,¦í,,,1050530,¤g¦a2«Øª«1¨®¦ì0,¤C¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040813,74.44,2,2,1,¦³,¦³,6000000,80602,,0.0,0,,RPSNMLNKOHLFFDE28CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°ÏÄ±¥Á¸ô285«Ñ1~30¸¹,9.51,¦í,,,1050530,¤g¦a2«Øª«1¨®¦ì0,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040813,74.44,2,2,1,¦³,¦³,5100000,68512,,0.0,0,,RPUNMLNKOHLFFDE48CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°ÏÄ±¥Á¸ô285«Ñ31~60¸¹,11.41,¦í,,,1050530,¤g¦a2«Øª«1¨®¦ì0,¤E¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040813,88.62,2,2,1,¦³,¦³,6500000,73347,,0.0,0,,RPVNMLNKOHLFFDE58CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¶§©ú¸ô361~390¸¹,52.7,¦í,,,1050511,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡AÃM¼Ó,¤Q¤­¼h,©±­±(©±¾Q),,¿ûµ¬²V¾®¤g³y,0790911,260.74,0,3,3,¦³,¦³,42000000,161080,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPPNMLMKOHLFFDE87CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¹©¤O¸ô61~90¸¹,6.08,°Ó,,,1050511,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021023,81.38,2,1,1,¦³,¦³,4888888,60075,©Y¹D¾÷±ñ,5.93,0,,RPVNMLOLOHLFFDE78CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¿³¶©µó61~90¸¹,9.67,°Ó,,,1050511,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0930102,86.48,2,1,1,¦³,µL,3920000,45328,©Y¹D¥­­±,16.46,0,,RPRPMLOKOHLFFDE48CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï½Ç´­ªFµó1~30¸¹,54.26,¦í,,,1041125,¤g¦a1«Øª«1¨®¦ì2,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031110,317.06,4,2,2,¦³,¦³,20000000,63080,©Y¹D¥­­±,64.66,0,,RPWOMLOKOHLFFDE88CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï½Ç´­ªFµó1~30¸¹,42.34,¦í,,,1050313,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031110,236.54000000000002,4,2,2,¦³,¦³,15580000,65866,©Y¹D¥­­±,32.33,0,,RPOPMLOKOHLFFDE18CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï³Õ·R¤@¸ô391~420¸¹,22.67,°Ó,,,1050422,¤g¦a1«Øª«1¨®¦ì2,¤Q¤T¼h,¤G¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1000103,550.52,0,0,0,µL,¦³,66800000,121340,©Y¹D¥­­±,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPWNMLPKOHLFFDE88CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï«Ø¤¸¸ô9«Ñ1~30¸¹,13.96,°Ó,,,1050516,¤g¦a2«Øª«1¨®¦ì0,¤Q¤T¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0880721,110.28999999999999,4,2,2,¦³,¦³,6000000,54402,©Y¹D¥­­±,0.0,0,,RPQPMLTLOHLFFDE98CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï«O¹tµó61~90¸¹,4.67,°Ó,,,1050601,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¤@¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830220,49.26,0,0,1,µL,¦³,2800000,56841,,0.0,0,,RPSNMLRJOHLFFEE68CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï­x®Õ¸ô782«Ñ1~30¸¹,28.84,¦í,,,1050501,¤g¦a2«Øª«1¨®¦ì0,¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0700409,81.58,3,2,2,¦³,µL,2580000,31625,,0.0,0,,RPPOMLRJOHLFFEE48CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï³Õ·R¤T¸ô391~420¸¹,28.81,¦í,,,1050301,¤g¦a1«Øª«1¨®¦ì2,¤­¼h,¤G¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040810,352.61,4,2,3,¦³,¦³,26200000,74303,©Y¹D¥­­±,57.86,0,,RPQNMLNKOHLFFEE18CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¼w´Iµó271~300¸¹,30.26,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040709,188.16000000000003,4,2,2,¦³,µL,10600000,56335,©Y¹D¥­­±,15.19,0,,RPPPMLNKOHLFFEE28CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¤g®w¤G¸ô181~210¸¹,19.38,¦í,,,1050401,¤g¦a2«Øª«1¨®¦ì1,¤G¤Q¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,1030626,186.63,4,2,2,¦³,¦³,9850000,52612,©Y¹D¥­­±,23.17,1250000,,RPROMLOKOHLFFEE48CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¤j¾Ç¤­¤Q¤»µó121~150¸¹,16.49,°Ó,,,1050501,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040407,168.98000000000002,3,2,2,¦³,¦³,7150000,42313,¨ä¥L,0.0,0,,RPQNMLPKOHLFFEE38CA
¥ªÀç°Ï,¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¤å¤Ñ¸ô151~180¸¹,0.73,°Ó,,,1050501,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,9.39,0,0,0,¦³,¦³,700000,,©Y¹D¾÷±ñ,9.39,700000,,RPQNMLSJOHLFFEE58CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï¥Á±Ú¤@¸ô901«Ñ26§Ë1~30¸¹,14.7,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830629,85.78,3,2,2,¦³,¦³,2300000,26813,,0.0,0,,RPVNMLSJOHLFFEE09CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¥[§»¸ô191«Ñ51§Ë1~30¸¹,6.64,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951130,85.56,2,2,1,¦³,¦³,3600000,42076,,0.0,0,,RPPOMLLKOHLFFEE97CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¼w´Iµó271~300¸¹,22.61,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì1,¤Q¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040709,140.84,3,2,2,¦³,µL,8030000,57015,©Y¹D¥­­±,15.19,0,,RPPNMLTJOHLFFEE58CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¤g®w¤@¸ô151~180¸¹,10.37,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì0,¤Q¤T¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941206,93.81,2,2,1,¦³,¦³,3210000,34218,©Y¹D¾÷±ñ,15.0,0,,RPTNMLPKOHLFFEE68CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¤j¾Ç¤Qµó451~480¸¹,22.9,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050112,139.03,3,2,2,¦³,¦³,7460000,53657,,0.0,0,,RPOOMLSLOHLFFEE68CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¤j¾Ç¤Qµó451~480¸¹,22.9,¦í,,,1050401,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050112,127.92,2,2,1,¦³,¦³,7100000,58647,©Y¹D¥­­±,21.01,830000,,RPPOMLSLOHLFFEE78CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¤j¾Ç¤Qµó451~480¸¹,34.27,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050112,190.52,3,2,2,¦³,¦³,9380000,52267,©Y¹D¥­­±,33.06,1150000,,RPQOMLSLOHLFFEE88CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¤j¾Ç¤Qµó451~480¸¹,22.9,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050112,127.92,2,2,1,¦³,¦³,6600000,54532,©Y¹D¥­­±,21.01,770000,,RPSOMLSLOHLFFEE09CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï©M¥úµó106«Ñ18§Ë1~30¸¹,62.0,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0570724,68.86,4,2,2,¦³,µL,1893000,27491,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRSMLTLOHLFFEE86CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï·s©÷µó151~180¸¹,27.55,¦í,,,1050401,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡AÃM¼Ó¡A§¨¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0781226,141.44,2,2,2,¦³,¦³,4800000,33937,,0.0,0,,RPQOMLPJPHLFFEE48CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï´Â©ú¸ô75«Ñ1~30¸¹,102.0,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,1031021,303.48,5,2,6,¦³,µL,20200000,66561,,0.0,0,¥»¶R½æ»ù®æ§t¸ËæC¦b¤º,RPWNMLTLOHLFFEE86CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï·sºaµó91~120¸¹,30.67,¦í,,,1050401,¤g¦a1«Øª«1¨®¦ì2,¤Q¤E¼h,¤G¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,1030704,363.16999999999996,3,2,3,¦³,¦³,31000000,84685,©Y¹D¥­­±,43.75,3950000,,RPOQMLSLOHLFFEE88CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¼s©÷µó151~180¸¹,23.01,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1041103,147.23000000000002,3,2,2,¦³,¦³,6000000,40897,©Y¹D¥­­±,18.86,750000,,RPTQMLSLOHLFFEE76CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¤j¾Ç¤Qµó451~480¸¹,34.27,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050112,190.52,3,2,2,¦³,¦³,9500000,52712,©Y¹D¥­­±,33.06,1200000,,RPPNMLTLOHLFFEE78CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¤j¾Ç¤Qµó451~480¸¹,34.27,¦í,,,1050401,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050112,190.52,3,2,2,¦³,¦³,9650000,53982,©Y¹D¥­­±,33.06,1150000,,RPQNMLTLOHLFFEE88CA
©£¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«©£¤s°ÏµØ¶é¸ô66«Ñ1~30¸¹,110.0,¦í,,,1050530,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021018,181.32,5,2,4,¦³,µL,12300000,67836,,0.0,0,,RPSOMLSJOHLFFFE98CA
©£¤s°Ï,¤g¦a,¤j«i¬q361~390¦a¸¹,23.0,¨ä¥L,,,1050523,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,589950,25650,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPTNMLOKOHLFFFE68CA
©£¤s°Ï,¤g¦a,¤j«i¬q361~390¦a¸¹,51.0,¨ä¥L,,,1050523,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1308150,25650,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPUNMLOKOHLFFFE78CA
©£¤s°Ï,¤g¦a,¤j«i¬q361~390¦a¸¹,49.0,¨ä¥L,,,1050523,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1256850,25650,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPVNMLOKOHLFFFE88CA
©£¤s°Ï,¤g¦a,¤j«i¬q361~390¦a¸¹,45.0,¨ä¥L,,,1050523,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1154250,25650,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPWNMLOKOHLFFFE98CA
©£¤s°Ï,¤g¦a,¤j«i¬q361~390¦a¸¹,20.0,¨ä¥L,,,1050523,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,513000,25650,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPXNMLOKOHLFFFE09CA
©£¤s°Ï,¤g¦a,¤j«i¬q361~390¦a¸¹,80.0,¨ä¥L,,,1050523,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2052000,25650,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPOOMLOKOHLFFFE28CA
©£¤s°Ï,¤g¦a,¤j«i¬q361~390¦a¸¹,25.0,¨ä¥L,,,1050523,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,641250,25650,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPPOMLOKOHLFFFE38CA
±ê©x°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«±ê©x°Ï¹Å®i¸ô7«Ñ1~30¸¹,50.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050513,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0650317,85.41,3,2,2,¦³,µL,1130000,13230,,0.0,0,,RPQOMLOKOHLFFFE48CA
©£¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«©£¤s°Ï¤½¶é¦è¸ô¤G¬q96«Ñ61~90¸¹,4.43,¦í,,,1050518,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤C¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810510,25.16,1,1,1,¦³,¦³,1000000,39746,,0.0,0,,RPVNMLRJOHLFFFE09CA
À±ªû°Ï,¤g¦a,¥|§ø¬q91~120¦a¸¹,3.47,¨ä¥L,,,1050520,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,115982,33424,,0.0,0,¨óÄ³»ùÁÊ,RPPNMLOJPHLFFFE28CA
À±ªû°Ï,¤g¦a,¥|§ø¬q91~120¦a¸¹,3.47,¨ä¥L,,,1050520,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,115981,33424,,0.0,0,¨óÄ³»ùÁÊ,RPQNMLOJPHLFFFE38CA
À±ªû°Ï,¤g¦a,¤¯¹Ø¬q331~360¦a¸¹,3.47,¨ä¥L,,,1050520,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,115981,33424,,0.0,0,¨óÄ³»ùÁÊ,RPRNMLOJPHLFFFE48CA
À±ªû°Ï,¤g¦a,¥|§ø¬q91~120¦a¸¹,3.47,¨ä¥L,,,1050520,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,115982,33424,,0.0,0,¨óÄ³»ùÁÊ,RPSNMLOJPHLFFFE58CA
¿P±_°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¿P±_°Ï®ü¦¨µó38«Ñ1~30¸¹,121.12,¦í,,,1050429,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1040529,288.93,5,2,4,¦³,µL,15000000,51916,,0.0,0,Á`»ù§t¸ËæC,RPTNMLNLOHLFFFE68CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï¤¤¤sªF¸ô380«Ñ118§Ë1~30¸¹,115.71,¦í,,,1050513,¤g¦a4«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1040610,315.79,5,2,5,¦³,µL,17500000,55417,,0.0,0,,RPOPMLRJOHLFFGE68CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°ÏºÖ¦w¤Gµó91~120¸¹,65.0,¦í,,,1050526,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0740319,156.56,4,2,4,¦³,µL,7200000,45989,,0.0,0,,RPQPMLSJOHLFFGE98CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï¤¤¿³µó1~30¸¹,59.0,¦í,,,1050421,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0610120,86.79,4,2,3,¦³,µL,6200000,71437,,0.0,0,,RPUOMLRKOHLFFGE66CA
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï«Ø°ê¸ô¤G¬q31~60¸¹,88.0,¦í,,,1050503,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0951011,274.95,0,0,0,µL,µL,20400000,74195,,0.0,0,,RPSNMLKLOHLFFGE38CA
